Developer_ID,Developer_Name,Team,Experience_Years,Country,Repository,Language,Stars,Forks,Watchers,Open_Issues,Closed_Issues,Pull_Requests,Merged_PRs,Commit_Date,Commit_Time,Files_Changed,Lines_Added,Lines_Deleted,Coding_Hours,Bugs_Introduced,Bugs_Fixed,Code_Review_Time_Hours,Build_Status,CI_Failures,Weekend_Commit,Night_Commit,Sprint,Repo_Size_MB,License
D0423,Alex,Backend,14.8,USA,Nova,Go,-5,130,231,118,935,84,86,2024-02-26,00:00,83,4230,2558,2.6,1,30,36.2,FAIL,6,Yes,No,Sprint-5,2926.7,Apache-2.0
D0109,Alex,Platform,,India,Forge,TypeScript,3884,862,4326,1,172,55,22,31/10/2023,00:00,35,3730,1130,12.5,7,12,16.3, ,1,Yes,Yes,Sprint-11,3066.7,
D0524,Chris,Frontend,12.6,India,Atlas,,-5,548,5351,106,341,396,415,2024-05-27,8PM,30,1572,988,9.1,23,27,64.0,Failed,2,Yes,No,Sprint-5,3030.5,Apache-2.0
D0019, ,DevOps,,Germany,Nova,pyhton,4883,614,4310,77,28,214,305,2024-06-14,8PM,76,1523,1179,6.5,23,0,69.5,Success,8,No,Yes,Sprint-8,931.9,
D0009, ,AI,12.9,India,Atlas,python,999999,466,5335,200,839,345,43,29/10/2023,8PM,88,4384,1404,0.9,18,6,39.1,Failed,8,No,Yes,Sprint-3,1833.4,
D0048, ,AI,,Germany,Nova,pyhton,1398,37,5592,133,166,6,472,2023-09-23,00:00,45,4340,979,8.1,26,13,33.2,Success,0,Yes,Yes,Sprint-8,2720.7,Apache-2.0
D0265,Chris,Frontend,,USA,Atlas,Go,116,270,5751,5,904,115,426,2024-08-21,8PM,68,1437,1741,4.3,16,18,8.9,Success,3,Yes,No,Sprint-11,4884.1,Apache-2.0
D0443,Alex,Platform,9.1,USA,Nova, PYTHON,-5,293,1964,59,97,339,331,07/02/2023,25:61,67,683,2333,11.9,29,0,23.9, ,7,Yes,Yes,Sprint-7,988.2,GPL
D0269,Chris,DevOps,7.8,India,Nova,Python,-5,922,1878,197,878,101,454,11/02/2024,8PM,20,484,2569,4.8,10,19,16.9,Failed,10,Yes,No,Sprint-9,1413.4,MIT
D0560,Chris,DevOps,0.2,India,Atlas,python,999999,743,3796,32,802,329,194,2023-08-20,00:00,61,4406,2526,11.9,4,15,64.2,Success,10,No,No,Sprint-7,3762.9,MIT
D0337,Taylor,Frontend,,USA,Nova,Rust,999999,628,1128,117,331,261,281,2023-01-28,8PM,76,2653,1367,3.8,1,24,12.8,Success,9,No,Yes,Sprint-12,51.5,GPL
D0548,Sam,Frontend,,India,Atlas,Python,4493,280,2585,139,515,29,251,2024-11-23,25:61,99,1133,703,5.8,29,29,16.2, ,10,Yes,Yes,Sprint-12,3240.7,Apache-2.0
D0459,Alex,Frontend,,USA,Nova,,2375,744,2502,200,699,106,167,07/05/2023,8PM,56,1104,946,6.0,9,7,36.1,FAIL,5,No,Yes,Sprint-6,1104.5,GPL
D0184,Chris,Frontend,12.4,USA,Atlas,Java,2243,872,3562,90,387,51,256,29/01/2024,00:00,19,4180,2109,2.2,20,17,14.5, ,1,No,No,Sprint-4,4938.8,GPL
D0113, ,AI,,India,Forge,TypeScript,2487,355,2678,185,104,393,149,20/04/2025,00:00,88,4077,2753,5.7,11,23,62.5,Success,0,Yes,No,Sprint-9,2414.4,Apache-2.0
D0034,Taylor,Frontend,,Germany,Atlas,Python,999999,897,4496,185,482,435,293,29/12/2024,25:61,25,1808,2508,10.6,23,10,44.6,FAIL,0,No,No,Sprint-4,3189.5,
D0698,Alex,Backend,3.1,India,Nova,pyhton,3090,808,401,131,657,63,254,2024-03-19,00:00,68,4627,1621,5.3,3,0,71.4,Success,0,No,No,Sprint-12,3529.0,MIT
D0047,Taylor,Platform,,Germany,Forge,,4518,739,1914,80,775,330,352,2023-08-17,25:61,80,1122,2070,1.4,11,28,42.8,Failed,9,No,No,Sprint-9,2268.6,GPL
D0215,Alex,AI,4.6,USA,Forge, PYTHON,-5,747,3119,27,247,499,124,2024-03-02,8PM,69,3369,2041,0.1,26,4,6.4,Success,5,No,Yes,Sprint-5,2751.4,Apache-2.0
D0240,Alex,Platform,,Germany,Forge,python,-5,996,5782,38,130,320,157,2025-02-01,8PM,56,2006,2721,0.4,0,6,11.4,FAIL,0,Yes,No,Sprint-8,654.8,MIT
D0669,Taylor,AI,9.9,India,Atlas,TypeScript,4039,629,1308,33,964,298,61,2024-08-30,25:61,40,2651,77,11.3,17,10,54.8, ,0,No,Yes,Sprint-4,1785.2,Apache-2.0
D0452,Chris,Backend,5.6,Germany,Atlas,pyhton,999999,895,5917,100,557,243,387,30/03/2024,00:00,95,2004,2579,11.0,11,20,0.0,Success,9,No,No,Sprint-2,1420.1,MIT
D0068,Chris,DevOps,,USA,Atlas,Rust,999999,547,3611,12,536,57,438,2025-01-16,25:61,61,2862,1273,11.4,2,25,42.3,Failed,4,Yes,Yes,Sprint-9,1890.5,MIT
D0649,Chris,DevOps,12.4,India,Forge,Go,480,726,4706,55,920,435,152,2024-04-23,25:61,88,222,1865,9.8,28,11,17.5, ,10,Yes,No,Sprint-3,2560.4,Apache-2.0
D0455,Chris,Platform,,Germany,Nova,python,999999,294,3923,171,369,259,364,13/01/2024,8PM,46,2885,1840,8.7,0,23,63.6,FAIL,8,Yes,Yes,Sprint-9,537.5,Apache-2.0
D0366,Alex,Platform,7.9,USA,Nova,Rust,999999,732,1088,151,761,378,156,2023-01-04,25:61,89,1998,1836,1.6,29,3,50.1,Success,6,No,No,Sprint-5,2434.4,MIT
D0090, ,Frontend,0.1,India,Forge,Rust,2357,195,2697,99,868,362,394,2025-03-15,25:61,94,474,253,12.7,14,6,55.4,Success,10,Yes,Yes,Sprint-11,2490.1,
D0365,Taylor,AI,6.7,Germany,Forge,Go,2976,552,3064,183,807,361,404,2023-09-21,00:00,44,2238,2184,12.7,26,8,58.5, ,2,Yes,No,Sprint-7,2430.2,Apache-2.0
D0291,Taylor,AI,5.0,Germany,Nova,Java,-5,6,1690,56,694,369,336,27/02/2024,00:00,65,4699,991,2.4,15,28,66.5,Failed,5,No,Yes,Sprint-7,982.0,GPL
D0497, ,Backend,11.6,India,Nova,TypeScript,999999,137,68,171,82,65,344,09/05/2025,25:61,8,4668,2782,4.6,19,6,13.4, ,8,No,No,Sprint-4,4655.2,MIT
D0611,Chris,DevOps,,Germany,Atlas,Go,4497,251,2963,62,898,130,198,21/06/2024,00:00,40,1574,1090,13.4,25,14,22.6,Failed,9,No,Yes,Sprint-5,2779.9,MIT
D0137,Chris,Platform,,USA,Nova,Python,999999,749,5946,140,471,494,377,2024-09-11,00:00,72,3892,1011,13.8,15,17,52.2,Success,3,No,Yes,Sprint-12,2034.0,MIT
D0276, ,DevOps,,Germany,Atlas,Java,999999,903,4193,55,856,459,133,08/05/2025,00:00,82,2304,2876,8.0,9,12,66.6,Success,1,No,Yes,Sprint-11,3716.1,MIT
D0598,Taylor,Backend,0.5,Germany,Nova,pyhton,999999,452,2885,102,894,380,454,2025-04-11,00:00,35,4384,2259,0.9,28,20,57.8,Failed,5,No,No,Sprint-10,4447.8,GPL
D0093,Chris,AI,,India,Forge, PYTHON,-5,270,5859,117,104,211,87,11/05/2024,25:61,47,3546,2400,8.7,16,23,58.1,Failed,5,Yes,No,Sprint-12,2434.5,MIT
D0012, ,Frontend,,Germany,Forge,TypeScript,999999,881,1006,32,226,207,252,2025-04-15,8PM,28,1042,2971,8.7,20,27,11.9,Success,10,No,No,Sprint-10,1261.9,MIT
D0457,Sam,AI,4.2,USA,Atlas,Rust,-5,864,1012,196,478,266,20,2025-01-18,25:61,66,1482,1026,0.1,27,9,69.0, ,5,No,Yes,Sprint-5,3772.3,MIT
D0662,Chris,Frontend,11.1,USA,Nova,Python,999999,299,4900,196,69,269,284,2025-02-02,25:61,77,4431,1748,11.3,17,26,7.4, ,4,Yes,No,Sprint-6,3112.0,
D0151, ,DevOps,,USA,Atlas,,-5,268,1855,162,350,331,264,30/07/2023,25:61,17,96,1695,2.3,12,8,11.5,Failed,5,Yes,Yes,Sprint-5,4465.6,
D0256,Chris,DevOps,,Germany,Nova,,4246,8,1646,26,524,202,427,24/07/2024,25:61,87,1650,2641,12.9,11,14,26.4,Success,6,Yes,Yes,Sprint-8,136.8,Apache-2.0
D0191,Taylor,AI,7.1,Germany,Forge,Rust,999999,605,441,113,727,28,490,2023-08-15,00:00,51,2317,676,10.4,14,20,59.3, ,9,Yes,Yes,Sprint-11,2269.4,
D0104,Alex,Frontend,,Germany,Nova,,4044,163,432,28,90,478,474,2024-07-04,00:00,42,-46,2070,11.0,17,4,29.1,FAIL,3,No,Yes,Sprint-6,2819.1,Apache-2.0
D0431,Sam,Platform,13.7,India,Nova,TypeScript,3997,370,3317,72,533,369,39,2025-05-21,8PM,73,1540,2165,7.3,13,5,58.5,Success,2,Yes,No,Sprint-2,2913.0,
D0573,Alex,AI,,Germany,Nova, PYTHON,999999,381,919,17,545,132,54,2023-09-14,25:61,95,533,684,8.4,25,9,4.3,Failed,2,Yes,Yes,Sprint-7,3406.8,
D0623,Chris,Frontend,3.4,Germany,Atlas,Python,999999,827,2473,92,852,408,2,08/09/2023,00:00,16,3713,540,9.8,0,5,57.7,Failed,8,No,Yes,Sprint-7,1815.1,Apache-2.0
D0693, ,Frontend,,Germany,Forge,Java,-5,962,4987,80,106,120,18,02/04/2025,00:00,100,2903,1860,13.2,19,8,20.7,FAIL,2,No,No,Sprint-9,3605.3,Apache-2.0
D0130, ,Platform,,India,Nova, PYTHON,999999,51,5192,59,925,296,459,19/07/2024,25:61,91,175,1667,12.8,9,23,20.7, ,4,No,No,Sprint-5,1126.3,GPL
D0526,Sam,Backend,,USA,Nova,Python,999999,560,5897,71,477,180,282,2023-04-30,8PM,97,2343,2826,2.3,3,28,68.9, ,3,Yes,Yes,Sprint-8,1497.0,
D0407,Chris,Platform,14.9,Germany,Atlas,,-5,229,437,92,263,1,449,28/05/2025,8PM,4,2404,953,10.6,12,13,50.7,FAIL,6,No,No,Sprint-3,2371.1,
D0186,Chris,Platform,13.7,India,Nova,TypeScript,3662,611,672,29,669,42,74,20/06/2023,25:61,91,476,1595,1.5,4,4,25.5,Success,3,Yes,No,Sprint-4,1154.4,MIT
D0306,Sam,AI,,India,Atlas, PYTHON,-5,225,5965,97,563,334,69,08/05/2024,8PM,98,2921,1880,0.9,26,8,42.1,FAIL,4,Yes,No,Sprint-4,355.5,GPL
D0613,Taylor,AI,,USA,Nova, PYTHON,2971,321,5436,132,227,143,259,2023-10-25,8PM,32,2937,1017,5.8,3,1,54.6,Failed,9,No,No,Sprint-6,3111.6,GPL
D0333, ,Frontend,,Germany,Nova,pyhton,999999,633,5837,191,335,134,249,2024-12-12,8PM,62,151,728,8.9,21,19,28.6,Success,7,No,No,Sprint-6,1765.0,MIT
D0148,Alex,Backend,1.7,India,Forge,python,3488,72,2568,117,365,52,111,2024-03-26,25:61,26,480,1049,8.1,14,24,47.2,FAIL,5,Yes,Yes,Sprint-3,1284.1,
D0134,Chris,DevOps,5.9,Germany,Atlas,Java,27,522,3476,18,936,134,56,2025-06-17,8PM,26,690,2663,0.2,7,10,68.5,Failed,9,No,No,Sprint-6,3933.9,
D0253,Sam,Frontend,,India,Nova,Java,-5,585,5358,161,113,449,52,2024-11-12,25:61,17,2279,2115,5.4,2,0,25.9,FAIL,5,Yes,No,Sprint-12,1808.5,GPL
D0617,Alex,Frontend,,India,Nova,TypeScript,999999,794,3216,176,642,418,14,23/01/2023,25:61,37,1767,1860,1.6,7,26,46.3,FAIL,3,No,Yes,Sprint-4,4308.3,MIT
D0549,Sam,Platform,,India,Atlas,Rust,999999,344,2678,49,97,152,377,18/01/2023,8PM,16,3684,1377,1.2,1,21,64.2,Success,2,No,No,Sprint-5,2755.3,GPL
D0205,Chris,Platform,,USA,Atlas,,-5,788,5146,18,77,218,158,2023-11-27,8PM,81,905,481,3.1,9,10,51.7,FAIL,8,No,Yes,Sprint-8,2411.1,MIT
D0011,Taylor,Backend,12.2,USA,Atlas,,999999,672,4878,170,316,401,265,15/12/2024,00:00,40,4932,1910,11.3,7,16,39.9,Failed,10,No,No,Sprint-8,3679.8,GPL
D0319, ,Backend,,India,Forge,Go,1466,606,1852,183,706,369,405,29/11/2023,00:00,39,1746,1606,12.9,6,6,35.7,FAIL,2,Yes,Yes,Sprint-7,767.4,MIT
D0077,Alex,DevOps,6.8,USA,Atlas,pyhton,1580,247,4858,187,371,99,51,2025-06-11,8PM,21,2308,780,2.5,28,0,45.0,FAIL,10,Yes,No,Sprint-10,1290.5,Apache-2.0
D0665,Chris,AI,6.5,India,Nova,python,-5,979,4367,186,666,160,67,2025-02-27,8PM,8,3492,2326,1.6,3,19,32.6,FAIL,9,No,No,Sprint-9,4214.7,GPL
D0372, ,Platform,2.4,India,Nova,Java,2604,216,3209,154,18,31,439,2024-03-25,8PM,98,3313,1812,12.3,5,8,27.6, ,8,No,Yes,Sprint-10,3512.4,MIT
D0395, ,Backend,,Germany,Atlas,pyhton,-5,24,1934,122,173,35,316,2023-05-21,00:00,46,1117,1192,2.9,18,3,21.2,FAIL,6,No,No,Sprint-3,3281.5,GPL
D0359,Sam,Platform,,USA,Nova,python,999999,233,5043,189,856,51,5,2023-10-25,8PM,63,1699,185,7.0,9,17,38.5,Success,6,No,No,Sprint-12,4243.2,GPL
D0279,Taylor,DevOps,4.4,USA,Nova,Python,999999,546,5105,129,192,355,311,02/10/2024,00:00,1,2119,312,0.1,19,22,59.8,Failed,8,Yes,Yes,Sprint-9,4607.6,
D0565,Sam,Backend,7.3,Germany,Forge,python,4710,49,791,42,700,315,301,2023-04-07,25:61,21,1274,666,13.2,22,6,70.6, ,8,Yes,Yes,Sprint-12,1126.6,MIT
D0537,Chris,DevOps,,India,Forge,python,999999,448,3128,78,382,82,377,18/12/2024,8PM,22,4328,1870,13.9,12,7,16.6,Success,2,Yes,No,Sprint-10,1667.4,MIT
D0654,Chris,Frontend,,India,Forge,Java,999999,893,3524,95,830,68,427,17/03/2025,00:00,96,994,1226,12.0,6,12,64.2,FAIL,0,Yes,No,Sprint-9,374.3,GPL
D0044,Taylor,Platform,,India,Forge,python,1452,623,1869,105,538,392,77,04/04/2025,25:61,13,1735,2346,7.4,21,29,40.7,Success,2,Yes,Yes,Sprint-6,3451.9,Apache-2.0
D0282,Chris,Platform,14.3,Germany,Atlas,Java,999999,348,2697,78,722,428,378,2024-04-23,25:61,1,2132,2509,2.3,21,4,48.4, ,7,Yes,Yes,Sprint-1,4681.8,Apache-2.0
D0079,Chris,Backend,,India,Forge,pyhton,-5,754,1427,153,816,434,125,25/09/2023,25:61,60,573,376,13.4,6,4,42.4,Success,1,No,Yes,Sprint-4,3497.4,
D0619,Alex,AI,,USA,Atlas,Python,999999,33,2277,8,914,256,466,2025-05-20,25:61,26,2370,2399,10.4,15,8,67.2,Failed,6,No,Yes,Sprint-12,1986.2,
D0674,Chris,Backend,10.5,India,Nova,Rust,999999,724,3064,73,820,86,115,06/03/2023,00:00,18,2604,2898,13.6,22,19,14.7, ,1,Yes,No,Sprint-8,2825.2,GPL
D0327,Taylor,Backend,,India,Forge, PYTHON,-5,598,3777,104,492,142,184,2024-10-09,00:00,34,222,1997,7.4,2,24,30.0,Success,6,Yes,No,Sprint-11,1952.5,
D0581,Alex,DevOps,,USA,Nova,Java,3694,787,446,170,764,138,136,2024-06-08,00:00,45,1296,2793,4.2,15,25,41.5, ,2,Yes,Yes,Sprint-5,1773.6,GPL
D0597,Taylor,Frontend,13.6,Germany,Nova,pyhton,3186,780,5789,161,338,226,462,2024-03-13,8PM,87,126,606,0.9,9,9,24.4,FAIL,2,No,Yes,Sprint-2,1226.6,GPL
D0433, ,Frontend,,Germany,Nova,Rust,-5,485,2199,130,860,136,393,03/11/2024,8PM,74,2660,2956,10.3,27,20,56.9,FAIL,0,Yes,No,Sprint-5,1534.5,MIT
D0657, ,Platform,,India,Nova,TypeScript,-5,307,3809,57,120,321,197,2023-11-18,25:61,57,524,1387,0.5,8,3,6.1,FAIL,9,No,No,Sprint-6,3761.0,Apache-2.0
D0608,Chris,Frontend,,USA,Atlas,Go,-5,484,4217,199,640,122,383,2025-03-16,25:61,86,3040,119,1.1,29,12,12.5,FAIL,0,No,Yes,Sprint-8,3944.8,GPL
D0362,Chris,Frontend,6.9,India,Nova,Rust,999999,990,1381,15,55,476,359,11/02/2024,8PM,71,2050,2313,9.5,1,3,49.5,Success,2,No,No,Sprint-1,4510.1,MIT
D0487,Taylor,Backend,6.2,India,Forge,python,3233,260,4091,118,42,278,139,2025-03-15,25:61,1,462,2666,1.4,18,25,39.5,Success,4,No,No,Sprint-10,3375.7,Apache-2.0
D0347,Sam,Frontend,5.6,Germany,Forge,Java,999999,12,4923,155,970,249,305,26/01/2024,25:61,32,2440,1879,2.8,15,10,36.6,Success,2,Yes,Yes,Sprint-12,1425.8,
D0370,Alex,Platform,,Germany,Nova,TypeScript,2305,794,2777,190,306,206,8,2023-09-01,25:61,2,974,2181,2.5,29,10,47.7, ,1,No,Yes,Sprint-6,314.8,Apache-2.0
D0219, ,DevOps,14.7,USA,Nova,TypeScript,-5,261,3068,107,286,202,108,13/09/2023,25:61,68,2395,1939,4.8,23,28,47.5, ,2,No,No,Sprint-6,944.6,MIT
D0310,Taylor,Backend,,Germany,Forge,pyhton,999999,679,5794,138,708,178,225,2023-01-20,8PM,44,4937,1874,6.7,3,12,65.6, ,5,Yes,No,Sprint-1,1138.9,MIT
D0647,Taylor,AI,,Germany,Nova, PYTHON,-5,130,5516,199,58,216,200,2025-06-05,8PM,53,2470,1204,12.0,7,18,59.0, ,1,Yes,No,Sprint-7,4799.1,
D0485,Sam,DevOps,,USA,Nova,pyhton,-5,363,338,143,988,418,235,2023-11-27,00:00,88,2558,731,12.5,23,2,13.9, ,10,Yes,No,Sprint-11,2074.3,GPL
D0224,Chris,Frontend,,USA,Atlas,Java,999999,900,263,67,757,261,474,23/05/2023,00:00,63,1950,2594,2.6,14,6,52.1, ,2,No,No,Sprint-6,202.5,
D0500,Sam,Backend,11.1,India,Forge,pyhton,999999,689,352,187,86,296,315,16/02/2025,00:00,78,-16,2300,2.5,1,16,28.1, ,0,No,No,Sprint-6,1726.0,Apache-2.0
D0412,Chris,AI,,Germany,Nova,TypeScript,999999,659,2722,102,117,153,284,2024-11-18,00:00,16,896,496,0.3,2,14,10.1,Failed,8,Yes,Yes,Sprint-1,3346.0,MIT
D0042,Alex,Platform,7.7,USA,Nova,Python,4322,217,5401,190,278,265,461,2023-08-18,8PM,33,2598,976,4.0,7,14,31.7,Success,6,No,No,Sprint-9,4425.7,
D0421,Taylor,Platform,14.8,India,Forge,TypeScript,-5,280,2946,54,421,192,11,12/02/2024,25:61,28,4731,2636,5.0,25,30,58.1, ,9,Yes,No,Sprint-5,4398.3,Apache-2.0
D0340, ,AI,13.6,Germany,Forge, PYTHON,3244,281,5739,148,245,189,500,2024-04-08,8PM,95,4879,1322,5.8,10,25,24.1, ,2,No,No,Sprint-4,4147.7,
D0467,Taylor,DevOps,,USA,Forge,pyhton,4054,738,2176,154,940,474,131,22/06/2023,00:00,47,2563,2130,0.2,2,30,64.9,Success,10,No,No,Sprint-10,3424.7,
D0246,Alex,DevOps,,India,Nova,python,4431,467,1876,47,794,195,143,2023-06-27,00:00,57,1349,1373,9.1,29,17,67.1,FAIL,0,No,Yes,Sprint-6,4925.7,GPL
D0598,Taylor,DevOps,,India,Nova,TypeScript,999999,342,4308,114,97,77,483,2025-03-01,25:61,5,69,2397,7.0,15,1,65.4,FAIL,8,Yes,Yes,Sprint-9,1449.8,Apache-2.0
D0401,Chris,AI,,Germany,Nova,python,999999,682,4262,99,561,236,410,2023-05-28,25:61,46,453,2097,13.7,1,12,26.5,Failed,0,Yes,Yes,Sprint-1,1411.8,MIT
D0341,Sam,DevOps,,India,Atlas,Java,-5,140,5992,197,749,253,330,2024-01-25,8PM,56,728,730,0.3,8,22,40.5,FAIL,1,Yes,No,Sprint-6,2192.0,
D0597,Chris,DevOps,6.1,USA,Forge,pyhton,4720,948,5653,162,939,401,203,11/03/2024,00:00,67,1987,583,3.4,11,21,51.2,Failed,4,Yes,No,Sprint-6,1504.3,Apache-2.0
D0115,Sam,DevOps,,USA,Forge,,999999,18,2679,21,826,404,391,18/06/2025,00:00,37,1898,653,9.2,7,25,56.4,FAIL,4,No,Yes,Sprint-3,3956.2,Apache-2.0
D0239, ,AI,,Germany,Atlas,Go,-5,841,1316,5,38,155,299,10/07/2023,25:61,66,4560,2033,10.5,15,20,62.4,FAIL,2,Yes,No,Sprint-9,4343.8,
D0257,Alex,AI,,India,Nova,,-5,598,4440,18,235,70,285,2023-12-13,00:00,7,2385,1912,1.9,16,30,17.4,FAIL,9,Yes,No,Sprint-6,2896.3,
D0052, ,Backend,0.4,Germany,Nova,Java,999999,497,5291,129,292,379,384,10/10/2024,8PM,46,3337,364,6.1,5,11,16.1, ,5,No,No,Sprint-9,306.3,GPL
D0443,Sam,Backend,14.2,USA,Nova,TypeScript,999999,342,5965,26,549,92,431,25/11/2024,8PM,15,3046,112,3.6,11,9,14.0,Failed,3,No,Yes,Sprint-2,4973.6,GPL
D0641, ,Backend,1.4,India,Atlas,pyhton,-5,955,5015,116,951,123,252,29/05/2024,8PM,50,343,2003,13.2,30,28,0.9,FAIL,0,Yes,Yes,Sprint-12,1944.4,Apache-2.0
D0654,Alex,AI,,USA,Nova,TypeScript,-5,432,2465,64,668,142,389,25/02/2025,25:61,23,2750,1987,10.1,25,24,25.1, ,6,Yes,No,Sprint-4,2599.7,GPL
D0604,Chris,Platform,,Germany,Atlas,,3967,768,3897,125,868,340,346,03/11/2024,8PM,70,2053,827,0.8,11,27,41.7,Success,3,No,Yes,Sprint-3,104.5,Apache-2.0
D0202,Chris,Backend,6.0,Germany,Forge,Python,3259,564,3951,59,447,262,415,2024-07-30,25:61,63,2029,1811,13.2,2,14,70.5,FAIL,7,Yes,No,Sprint-11,3724.6,GPL
D0315,Alex,Frontend,,India,Atlas,pyhton,2239,487,217,147,934,86,67,21/03/2025,8PM,81,2437,359,5.7,14,12,29.5,FAIL,4,Yes,No,Sprint-3,2317.7,Apache-2.0
D0467,Alex,Backend,,USA,Atlas,pyhton,679,1000,1743,160,276,342,473,06/12/2024,8PM,78,1816,2686,12.4,15,12,39.9, ,10,No,No,Sprint-6,4215.2,MIT
D0277,Taylor,DevOps,,Germany,Forge,,-5,70,1223,102,318,221,110,2024-07-03,25:61,14,3545,2622,9.8,12,11,71.0,Failed,8,No,No,Sprint-5,1917.7,
D0548, ,Platform,9.1,India,Atlas,pyhton,-5,689,832,77,573,108,446,2024-04-18,8PM,35,719,2001,3.5,4,10,60.1,Failed,0,Yes,No,Sprint-10,3391.5,
D0354,Alex,Backend,,India,Atlas,TypeScript,999999,900,650,40,137,370,484,19/04/2025,25:61,23,3582,487,9.4,3,5,8.3,Success,6,No,Yes,Sprint-3,1870.9,GPL
D0437,Alex,AI,6.7,USA,Nova,python,4442,956,3367,200,688,94,196,19/10/2023,25:61,15,2151,1974,5.8,27,17,60.4,Failed,2,Yes,No,Sprint-4,3091.0,
D0407,Alex,Platform,,Germany,Atlas,Python,-5,238,3688,14,90,78,496,01/05/2024,00:00,29,864,870,11.3,9,0,34.5, ,0,Yes,No,Sprint-1,4003.2,Apache-2.0
D0120,Alex,DevOps,11.3,Germany,Atlas,Java,-5,935,5281,19,989,168,200,2025-01-26,25:61,84,1441,2163,10.4,20,12,59.4,Success,0,Yes,Yes,Sprint-4,2837.3,
D0437, ,DevOps,11.5,India,Atlas,pyhton,-5,764,868,131,151,353,123,2023-06-22,25:61,78,2055,2636,6.1,9,24,8.4,FAIL,9,No,Yes,Sprint-1,4645.0,
D0341,Sam,Frontend,,USA,Atlas,Rust,42,93,2081,122,324,172,466,2024-01-13,8PM,66,3983,912,1.2,21,18,48.4,FAIL,4,Yes,No,Sprint-9,524.5,
D0316,Chris,AI,,Germany,Nova,Rust,999999,287,5297,118,685,64,80,2024-12-24,25:61,16,222,642,3.2,28,29,31.8,Failed,8,No,No,Sprint-7,1883.2,
D0137,Sam,DevOps,6.6,Germany,Forge,Go,714,298,4009,128,962,301,269,2024-01-08,8PM,91,3233,603,8.3,20,30,71.5,Success,5,No,Yes,Sprint-2,3047.6,
D0162,Sam,Frontend,,Germany,Nova,pyhton,999999,460,4436,27,571,396,87,2025-04-21,8PM,34,2833,1460,5.5,22,23,57.7,FAIL,9,Yes,Yes,Sprint-3,3891.6,MIT
D0409,Taylor,Frontend,0.8,USA,Nova,Java,1217,129,3079,23,451,225,100,23/10/2023,25:61,30,2529,271,3.1,28,17,11.3,Success,6,No,Yes,Sprint-7,4168.9,GPL
D0106,Chris,DevOps,14.7,India,Nova,Go,-5,466,4096,31,365,267,88,26/11/2024,00:00,89,2390,688,4.4,19,1,71.8,FAIL,3,No,No,Sprint-12,3758.3,
D0506,Sam,Platform,,Germany,Atlas,Rust,-5,966,3279,36,745,76,55,2023-02-05,8PM,7,531,826,3.5,2,28,55.1, ,1,Yes,Yes,Sprint-11,3084.2,MIT
D0259,Alex,Backend,0.7,India,Forge,TypeScript,3694,482,5074,128,416,181,322,2025-04-05,25:61,36,-33,453,10.1,11,22,46.4, ,5,No,No,Sprint-1,39.5,Apache-2.0
D0464, ,Platform,7.4,USA,Forge,,-5,982,5356,167,375,250,192,21/09/2023,8PM,86,4094,2109,13.9,6,13,20.1,FAIL,8,No,Yes,Sprint-1,209.4,GPL
D0503, ,Frontend,,USA,Nova,pyhton,855,167,3973,79,387,386,38,2023-06-29,25:61,59,3022,34,6.8,28,9,2.4, ,6,No,No,Sprint-9,2838.0,MIT
D0151,Chris,AI,,USA,Atlas,Java,999999,623,1231,152,580,101,260,24/06/2024,8PM,62,2897,2700,2.5,3,16,9.1,Success,2,No,No,Sprint-1,4655.7,MIT
D0115,Taylor,AI,9.3,Germany,Atlas,Rust,2433,391,2544,136,154,129,54,2023-09-01,00:00,43,2393,755,4.0,26,30,61.5,FAIL,5,No,Yes,Sprint-6,23.7,GPL
D0530,Taylor,Frontend,,Germany,Nova, PYTHON,1563,165,1078,72,789,344,165,2025-01-03,00:00,33,2322,2553,12.1,3,29,3.0,Success,7,Yes,Yes,Sprint-5,2902.0,MIT
D0437, ,Frontend,,USA,Forge,TypeScript,303,667,761,78,554,12,410,24/09/2024,25:61,58,625,1848,4.3,23,17,14.0,Success,10,No,Yes,Sprint-5,3688.2,Apache-2.0
D0450,Chris,Frontend,,USA,Nova, PYTHON,4650,715,2592,137,515,315,474,2023-03-30,00:00,47,1570,1709,6.6,24,26,24.5,FAIL,2,Yes,No,Sprint-7,2478.6,GPL
D0464,Taylor,Backend,,India,Nova,Python,3842,973,3199,17,900,150,181,2025-02-24,25:61,10,4167,433,12.8,1,24,30.0,Success,3,Yes,Yes,Sprint-6,1809.8,GPL
D0490,Taylor,Platform,5.0,India,Forge,Python,999999,221,299,58,378,281,346,02/06/2025,25:61,8,1935,1512,6.9,19,24,37.3,Failed,10,No,Yes,Sprint-9,3834.0,GPL
D0528,Chris,Frontend,,India,Nova,Python,969,345,2127,9,53,76,263,2023-03-21,00:00,92,1476,146,12.8,1,10,0.7,Success,2,No,Yes,Sprint-9,172.7,MIT
D0639,Chris,Platform,,Germany,Atlas,Rust,999999,343,2871,140,773,161,352,2023-09-26,00:00,50,2388,1483,7.0,6,15,58.1,FAIL,6,Yes,No,Sprint-3,232.3,Apache-2.0
D0605,Alex,DevOps,,Germany,Nova,Python,999999,299,5344,194,805,212,405,2023-09-16,8PM,73,2542,949,5.5,12,12,52.5,FAIL,8,No,No,Sprint-11,3574.0,
